,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 03/12/2014,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
VERAPAMIL ER PM 100 MG CAPSULE,00378620101,1.13124,02/19/2014,EA,C/I,N,1,G,,
VERAPAMIL ER PM 100 MG CAPSULE,62175048537,1.13124,02/19/2014,EA,C/I,N,"1, 6",G,,
VERAPAMIL ER PM 200 MG CAPSULE,00378620201,1.40405,02/19/2014,EA,C/I,N,1,G,,
VERAPAMIL ER PM 200 MG CAPSULE,00378620205,1.40405,02/19/2014,EA,C/I,N,1,G,,
VERAPAMIL ER PM 200 MG CAPSULE,62175048637,1.40405,02/19/2014,EA,C/I,N,"1, 6",G,,
VERAPAMIL ER PM 300 MG CAPSULE,00378620301,2.07618,02/19/2014,EA,C/I,N,1,G,,
VERAPAMIL ER PM 300 MG CAPSULE,00378620305,2.07618,02/19/2014,EA,C/I,N,1,G,,
VERAPAMIL ER PM 300 MG CAPSULE,62175048737,2.07618,02/19/2014,EA,C/I,N,"1, 6",G,,
VERDESO 0.05% FOAM,63032011100,5.05178,10/24/2013,GM,C/I,N,"4, 5",B,,
VEREGEN 15% OINTMENT,10337045003,28.68232,01/01/2014,GM,C/I,N,"2, 5",B,,
VERIPRED 20 20 MG/5 ML SOLN,63717091508,0.82834,07/18/2013,ML,C/I,N,"2, 5, 6",B-ANDA,,
VESICARE 10 MG TABLET,51248015101,6.54157,07/18/2013,EA,C/I,N,2,B,,
VESICARE 10 MG TABLET,51248015103,6.54157,07/18/2013,EA,C/I,N,2,B,,
VESICARE 10 MG TABLET,51248015152,6.54157,07/18/2013,EA,C/I,N,2,B,,
VESICARE 5 MG TABLET,51248015001,6.56254,05/30/2013,EA,C/I,N,2,B,,
VESICARE 5 MG TABLET,51248015003,6.56254,05/30/2013,EA,C/I,N,2,B,,
VESICARE 5 MG TABLET,51248015052,6.56254,05/30/2013,EA,C/I,N,2,B,,
VESTURA 3 MG-0.02 MG TABLET,52544098228,1.93574,02/19/2014,EA,C/I,N,1,G,,
VESTURA 3 MG-0.02 MG TABLET,52544098231,1.93574,02/19/2014,EA,C/I,N,1,G,,
VIAGRA 100 MG TABLET,00069422030,27.87626,01/01/2014,EA,C/I,N,2,B,,
VIAGRA 100 MG TABLET,00069422066,27.87626,01/01/2014,EA,C/I,N,2,B,,
VIAGRA 25 MG TABLET,00069420030,27.35653,01/01/2014,EA,C/I,N,2,B,,
VIAGRA 50 MG TABLET,00069421030,27.17226,01/01/2014,EA,C/I,N,2,B,,
VIAGRA 50 MG TABLET,00069421066,27.17226,01/01/2014,EA,C/I,N,2,B,,
VIBRAMYCIN 25 MG/5 ML SUSP,00069097065,0.38341,07/01/2013,ML,C/I,N,"4, 5",B,0.30827,09/19/2013
VIBRAMYCIN 50 MG/5 ML SYRUP,00069097193,0.57399,07/01/2013,ML,C/I,N,"2, 5",B,,
VICKS CHILDREN'S NYQUIL LIQUID,37000055608,0.03095,01/22/2014,ML,C/I,Y,"4, 5, 6",B,,
VICKS DAYQUIL COUGH LIQUID,37000056512,0.01854,02/19/2014,ML,C/I,Y,"1, 5, 6",B,,
VICKS DAYQUIL LIQUICAPS,37000055816,0.32734,02/19/2014,EA,C/I,Y,"1, 6",B,0.11401,02/19/2014
VICKS DAYQUIL LIQUICAPS,37000055824,0.32734,02/19/2014,EA,C/I,Y,"1, 6",B,0.11401,02/19/2014
VICKS DAYQUIL LIQUICAPS,37000055848,0.32734,02/19/2014,EA,C/I,Y,"1, 6",B,0.11401,02/19/2014
VICKS DAYQUIL LIQUID,37000055512,0.01993,12/18/2013,ML,C/I,Y,"2, 5, 6",B,,
VICKS DAYQUIL LIQUID,37000055508,0.02615,02/19/2014,ML,C/I,Y,"1, 5, 6",B,,
VICKS DAYQUIL MUCUS CONTROL LQ,37000069012,0.01981,02/19/2014,ML,C/I,Y,"1, 5, 6",B,,
VICKS DAYQUIL SEVERE COLD-FLU,37000081112,0.45878,01/22/2014,EA,C/I,Y,"2, 6",B,0.09675,02/19/2014
VICKS DAYQUIL SEVERE COLD-FLU,37000081124,0.45878,01/22/2014,EA,C/I,Y,"2, 6",B,0.09675,02/19/2014
VICKS DAYQUIL SINEX LIQUICAPS,37000080524,0.30562,12/18/2013,EA,C/I,Y,"4, 6",B,,
VICKS NATURE FUSION CAPLETS,37000049620,0.33445,02/19/2014,EA,C/I,Y,"1, 6",B,0.07493,02/19/2014
VICKS NATURE FUSION CAPLETS,37000049640,0.33445,02/19/2014,EA,C/I,Y,"1, 6",B,0.07493,02/19/2014
VICKS NATURE FUSION LIQUID,37000049908,0.02774,02/19/2014,ML,C/I,Y,"1, 5, 6",B,,
VICKS NYQUIL COLD & FLU LIQUID,37000069912,0.01971,12/18/2013,ML,C/I,Y,"2, 5, 6",B,,
VICKS NYQUIL COLD & FLU LIQUID,37000080712,0.02005,12/18/2013,ML,C/I,Y,"2, 5, 6",B,,
VICKS NYQUIL COLD & FLU LIQUID,37000080812,0.02005,12/18/2013,ML,C/I,Y,"2, 5, 6",B,,
VICKS NYQUIL COLD & FLU LIQUID,37000080912,0.02005,12/18/2013,ML,C/I,Y,"2, 5, 6",B,,
VICKS NYQUIL COLD & FLU LIQUID,37000080708,0.02629,01/22/2014,ML,C/I,Y,"2, 5, 6",B,,
VICKS NYQUIL COLD & FLU LIQUID,37000080808,0.02629,01/22/2014,ML,C/I,Y,"2, 5, 6",B,,
VICKS NYQUIL COUGH LIQUID,37000055012,0.02011,01/22/2014,ML,C/I,Y,"2, 5, 6",B,,
VICKS NYQUIL COUGH LIQUID,37000055008,0.02340,02/19/2014,ML,C/I,Y,"1, 5, 6",B,,
VICKS NYQUIL LIQUICAPS,37000055716,0.33018,12/18/2013,EA,C/I,Y,"2, 6",B,0.09788,02/19/2014
VICKS NYQUIL LIQUICAPS,37000055724,0.33018,12/18/2013,EA,C/I,Y,"2, 6",B,0.09788,02/19/2014
VICKS NYQUIL LIQUICAPS,37000055748,0.33018,12/18/2013,EA,C/I,Y,"2, 6",B,0.09788,02/19/2014
VICKS NYQUIL SEVERE COLD-FLU,37000081208,0.02750,01/22/2014,ML,C/I,Y,"4, 5, 6",B,,
VICKS NYQUIL SINEX LIQUICAPS,37000080624,0.30350,02/19/2014,EA,C/I,Y,"1, 6",B,,
VICKS SINEX 12 HOUR MIST,37000080101,0.32665,02/19/2014,ML,C/I,Y,"1, 5, 6",B,,
VICKS SINEX 12 HOUR MIST,37000080201,0.32665,02/19/2014,ML,C/I,Y,"1, 5, 6",B,,
VICKS SINEX 12 HOUR SPRAY,37000080301,0.31335,12/18/2013,ML,C/I,Y,"2, 5, 6",B,0.06767,02/19/2014
VICKS VAPORUB OINTMENT,37000054406,0.05727,02/19/2014,GM,C/I,Y,"1, 5, 6",B,,
VICKS VAPORUB OINTMENT,37000054403,0.06289,12/18/2013,GM,C/I,Y,"2, 5, 6",B,0.01832,11/21/2013
VICKS VAPORUB OINTMENT,37000054401,0.07195,02/19/2014,GM,C/I,Y,"1, 5, 6",B,,
VICKS VAPORUB OINTMENT,37000067101,0.07287,10/24/2013,GM,C/I,Y,"2, 5, 6",B,,
VICKS VAPOSTEAM LIQUID,37000052208,0.03058,11/21/2013,ML,C/I,Y,"2, 5, 6",B,,
VICODIN 5-300 MG TABLET,00074304113,1.35830,02/19/2014,EA,C/I,N,"1, 6",B-ANDA,1.24268,02/19/2014
VICODIN 5-300 MG TABLET,00074304153,1.35830,02/19/2014,EA,C/I,N,"1, 6",B-ANDA,1.24268,02/19/2014
VICODIN ES 7.5-300 MG TABLET,00074304313,1.55678,01/22/2014,EA,C/I,N,"2, 6",B-ANDA,1.42273,02/19/2014
VICODIN ES 7.5-300 MG TABLET,00074304353,1.55678,01/22/2014,EA,C/I,N,"2, 6",B-ANDA,1.42273,02/19/2014
VICODIN HP 10-300 MG TABLET,00074305413,1.91932,02/19/2014,EA,C/I,N,"1, 6",B-ANDA,1.73803,02/19/2014
VICODIN HP 10-300 MG TABLET,00074305453,1.91932,02/19/2014,EA,C/I,N,"1, 6",B-ANDA,1.73803,02/19/2014
VICOPROFEN 200-7.5 MG TAB,00074227712,3.30680,12/27/2013,EA,C/I,N,4,B,0.27976,02/19/2014
VICOPROFEN 200-7.5 MG TAB,00074227714,3.30680,12/27/2013,EA,C/I,N,4,B,0.27976,02/19/2014
VICOPROFEN 200-7.5 MG TAB,00074227754,3.30680,12/27/2013,EA,C/I,N,4,B,0.27976,02/19/2014
VICTOZA 2-PAK 18 MG/3 ML PEN,00169406012,57.59982,02/19/2014,ML,C/I,N,"1, 5",B,,
VICTOZA 3-PAK 18 MG/3 ML PEN,00169406013,57.59345,02/19/2014,ML,C/I,N,"1, 5",B,,
VICTRELIS 200 MG CAPSULE,00085031402,19.20862,12/31/2013,EA,C/I,N,4,B,,
VIGAMOX 0.5% EYE DROPS,00065401303,33.88920,01/02/2014,ML,C/I,N,"2, 5",B,,
VIIBRYD 10 MG TABLET,00456111030,4.87439,10/01/2013,EA,C/I,N,2,B,,
VIIBRYD 20 MG TABLET,00456112030,4.89202,10/01/2013,EA,C/I,N,2,B,,
VIIBRYD 40 MG TABLET,00456114030,4.86800,10/01/2013,EA,C/I,N,2,B,,
VIIBRYD TITRATION PACK,00456110031,4.82267,10/01/2013,EA,C/I,N,2,B,,
VIMOVO DR 375-20 MG TABLET,00186051060,12.83217,03/05/2014,EA,C/I,N,3,B,,
VIMOVO DR 500-20 MG TABLET,00186052039,1.85325,12/18/2013,EA,C/I,N,4,B,,
VIMOVO DR 500-20 MG TABLET,00186052060,1.85325,12/18/2013,EA,C/I,N,4,B,,
VIMPAT 10 MG/ML SOLUTION,00131541070,1.01031,01/01/2014,ML,C/I,N,"2, 5",B,,
VIMPAT 100 MG TABLET,00131247835,9.42437,01/01/2014,EA,C/I,N,2,B,,
VIMPAT 100 MG TABLET,00131247860,9.42437,01/01/2014,EA,C/I,N,2,B,,
VIMPAT 150 MG TABLET,00131247935,10.03174,01/01/2014,EA,C/I,N,2,B,,
VIMPAT 150 MG TABLET,00131247960,10.03174,01/01/2014,EA,C/I,N,2,B,,
VIMPAT 200 MG TABLET,00131248035,9.94777,01/01/2014,EA,C/I,N,2,B,,
VIMPAT 200 MG TABLET,00131248060,9.94777,01/01/2014,EA,C/I,N,2,B,,
VIMPAT 50 MG TABLET,00131247735,6.02053,01/01/2014,EA,C/I,N,2,B,,
VIMPAT 50 MG TABLET,00131247760,6.02053,01/01/2014,EA,C/I,N,2,B,,
VINATE GT TABLET,51991015990,0.21015,02/19/2014,EA,C/I,N,1,G,,
VINATE ULTRA TABLET,51991015401,0.13650,01/22/2014,EA,C/I,N,4,G,,
VINATE-M TABLET,51991015501,0.12488,09/19/2013,EA,C/I,N,4,G,,
VIORELE 28 DAY TABLET,68462031829,1.10465,02/19/2014,EA,C/I,N,1,G,,
VIRACEPT 625 MG TABLET,63010002770,7.31066,01/24/2014,EA,C/I,N,2,B,,
VIRAMUNE 200 MG TABLET,00597004646,10.98581,01/07/2014,EA,C/I,N,4,B,0.16267,02/19/2014
VIRAMUNE 200 MG TABLET,00597004660,10.98581,01/07/2014,EA,C/I,N,4,B,0.16267,02/19/2014
VIRAMUNE XR 400 MG TABLET,00597012330,20.27363,01/07/2014,EA,C/I,N,2,B,,
VIRDEC DM DROPS,76439032030,1.14685,04/18/2013,ML,C/I,Y,"4, 5",G,,
VIREAD 300 MG TABLET,61958040101,28.04209,01/01/2014,EA,C/I,N,2,B,,
VIRT-PN DHA SOFTGEL,76439034030,1.14194,02/19/2014,EA,C/I,N,1,G,,
VIRT-PN PLUS SOFTGEL,76439024330,1.44727,02/19/2014,EA,C/I,N,1,G,,
VIRT-PN TABLET,76439024190,1.43244,01/22/2014,EA,C/I,N,4,G,,
VIRT-VITE FORTE TABLET,76439020190,0.67297,02/19/2014,EA,C/I,N,1,G,,
VIRT-VITE TABLET,76439020990,0.55896,02/19/2014,EA,C/I,N,1,G,,
VIRTI-SULF EMOLLIENT CREAM,76439032101,2.40372,11/21/2013,GM,C/I,N,"4, 5",G,,
VIRTUSSIN AC LIQUID,76439025216,0.04182,02/19/2014,ML,C/I,Y,"1, 5",G,,
"VIT D2 1.25 MG (50,000 UNIT)",00574019451,0.28016,02/19/2014,EA,C/I,N,1,G,,
"VIT D2 1.25 MG (50,000 UNIT)",50111099001,0.28016,02/19/2014,EA,C/I,N,1,G,,
"VIT D2 1.25 MG (50,000 UNIT)",51991060401,0.28016,02/19/2014,EA,C/I,N,1,G,,
"VIT D2 1.25 MG (50,000 UNIT)",57664013688,0.28016,02/19/2014,EA,C/I,N,1,G,,
"VIT D2 1.25 MG (50,000 UNIT)",64980015701,0.28016,02/19/2014,EA,C/I,N,1,G,,
"VIT D2 1.25 MG (50,000 UNIT)",68084046301,0.28016,02/19/2014,EA,C/I,N,1,G,,
VITAFOL-OB CAPLET,00642007912,1.20750,01/22/2014,EA,C/I,N,"4, 6",B,,
VITAFOL-OB+DHA COMBO PACK,00642007630,1.26852,01/02/2014,EA,C/I,N,"2, 6",B,,
VITAFOL-ONE CAPSULE,00642007030,2.47104,01/02/2014,EA,C/I,N,"2, 6",B,,
VITAL-D RX TABLET,59528198801,0.28130,12/18/2013,EA,C/I,N,4,G,,
VITAMIN A & D OINTMENT,45802039504,0.02066,02/19/2014,GM,C/I,Y,"1, 5",G,,
VITAMIN A & D OINTMENT,00168003516,0.03436,02/19/2014,GM,C/I,Y,"1, 5",G,,
VITAMIN A & D OINTMENT,00904584327,0.03436,02/19/2014,GM,C/I,Y,"1, 5",G,,
VITAMIN A & D OINTMENT,00168003504,0.03618,02/19/2014,GM,C/I,Y,"1, 5",G,,
VITAMIN A & D OINTMENT,00168003501,0.03896,02/19/2014,GM,C/I,Y,"1, 5",G,,
VITAMIN B-1 100 MG TABLET,51645090501,0.01716,08/22/2013,EA,C/I,Y,4,G,,
VITAMIN B-1 100 MG TABLET,62107005901,0.01716,08/22/2013,EA,C/I,Y,4,G,,
VITAMIN B-1 50 MG TABLET,62107006001,0.01303,07/18/2013,EA,C/I,Y,4,G,,
"VITAMIN B-12 1,000 MCG TABLET",00182101701,0.03506,10/24/2013,EA,C/I,Y,4,G,,
"VITAMIN B-12 1,000 MCG TABLET",51645091401,0.03506,10/24/2013,EA,C/I,Y,4,G,,
VITAMIN B-12 500 MCG TABLET,51645091301,0.01545,08/22/2013,EA,C/I,Y,4,G,,
VITAMIN B-6 100 MG TABLET,51645091001,0.02121,07/18/2013,EA,C/I,Y,4,G,,
VITAMIN B-6 100 MG TABLET,62107006101,0.02121,07/18/2013,EA,C/I,Y,4,G,,
VITAMIN B-6 25 MG TABLET,51645090801,0.01763,08/22/2013,EA,C/I,Y,4,G,,
VITAMIN B-6 50 MG TABLET,51645090901,0.05652,01/22/2014,EA,C/I,Y,4,G,,
VITAMIN C 500 MG TABLET,51645092001,0.02728,07/18/2013,EA,C/I,Y,4,G,,
VITAMIN C 500 MG TABLET,51645092010,0.02728,07/18/2013,EA,C/I,Y,4,G,,
VITAMIN C 500 MG TABLET,62107004601,0.02728,07/18/2013,EA,C/I,Y,4,G,,
VITAMIN C 500 MG TABLET,62107004610,0.02728,07/18/2013,EA,C/I,Y,4,G,,
"VITAMIN D3 10,000 UNIT SOFTGEL",63044401101,0.66727,02/19/2014,EA,C/I,Y,1,G,,
VITAMIN E 400 UNIT SOFTGEL,62107006401,0.06352,07/18/2013,EA,C/I,Y,4,G,,
VITAMIN K 10 MG/ML AMPUL,00409915801,10.03888,10/24/2013,ML,C/I,N,"4, 5",G,,
"VITAMINS A,C,D & FLUORIDE DROP",51862016450,0.13719,02/19/2014,ML,C/I,N,"1, 5",G,,
VIVA DHA PRENATAL SOFTGEL,64661008030,3.31264,01/13/2014,EA,C/I,N,"4, 6",B,,
VIVELLE-DOT 0.025 MG PATCH,00078036542,10.09478,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.025 MG PATCH,00078036545,10.09478,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.0375 MG PATCH,00078034342,10.17009,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.0375 MG PATCH,00078034345,10.17009,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.0375 MG PATCH,00078034362,10.17009,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.05 MG PATCH,00078034442,10.18662,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.05 MG PATCH,00078034445,10.18662,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.05 MG PATCH,00078034462,10.18662,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.075 MG PATCH,00078034542,10.23866,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.075 MG PATCH,00078034545,10.23866,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.075 MG PATCH,00078034562,10.23866,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.1 MG PATCH,00078034642,10.25065,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.1 MG PATCH,00078034645,10.25065,02/11/2014,EA,C/I,N,3,B,,
VIVELLE-DOT 0.1 MG PATCH,00078034662,10.25065,02/11/2014,EA,C/I,N,3,B,,
VIVITROL 380 MG VIAL + DILUENT,65757030001,1068.58125,01/22/2014,EA,C/I,N,"2, 5",B,,
VOL-CARE RX TABLET,13811051510,0.12370,02/19/2014,EA,C/I,N,1,G,,
VOL-PLUS TABLET,13811051901,0.05247,02/19/2014,EA,C/I,N,1,G,,
VOL-PLUS TABLET,13811051910,0.05247,02/19/2014,EA,C/I,N,1,G,,
VOL-PLUS TABLET,13811051950,0.05247,02/19/2014,EA,C/I,N,1,G,,
VOL-TAB RX TABLET,13811051690,0.09673,01/22/2014,EA,C/I,N,4,G,,
VOLTAREN 1% GEL,63481068447,0.35382,12/18/2013,GM,C/I,N,"2, 5",B,,
VORICONAZOLE 200 MG TABLET,00093529056,27.02905,02/19/2014,EA,C/I,N,1,G,,
VORICONAZOLE 200 MG TABLET,00378164093,27.02905,02/19/2014,EA,C/I,N,1,G,,
VORICONAZOLE 200 MG TABLET,00781566831,27.02905,02/19/2014,EA,C/I,N,1,G,,
VORICONAZOLE 200 MG TABLET,51079016501,27.02905,02/19/2014,EA,C/I,N,1,G,,
VORICONAZOLE 200 MG TABLET,51079016503,27.02905,02/19/2014,EA,C/I,N,1,G,,
VORICONAZOLE 200 MG TABLET,59762093002,27.02905,02/19/2014,EA,C/I,N,"1, 6",G,,
VORICONAZOLE 200 MG TABLET,68084053825,27.02905,02/19/2014,EA,C/I,N,1,G,,
VORICONAZOLE 50 MG TABLET,00093528956,7.77275,01/22/2014,EA,C/I,N,4,G,,
VORICONAZOLE 50 MG TABLET,00378162693,7.77275,01/22/2014,EA,C/I,N,4,G,,
VORICONAZOLE 50 MG TABLET,00781566731,7.77275,01/22/2014,EA,C/I,N,4,G,,
VORICONAZOLE 50 MG TABLET,51079016401,7.77275,01/22/2014,EA,C/I,N,4,G,,
VORICONAZOLE 50 MG TABLET,51079016403,7.77275,01/22/2014,EA,C/I,N,4,G,,
VORICONAZOLE 50 MG TABLET,59762092501,7.77275,01/22/2014,EA,C/I,N,"4, 6",G,,
VORICONAZOLE 50 MG TABLET,68084064221,7.77275,02/26/2014,EA,C/I,N,"4, 6",G,,
VP-CH-PNV PRENATAL SOFTGEL,76439022430,1.50927,09/19/2013,EA,C/I,N,4,G,,
VP-HEME OB + DHA COMBO PACK,76439023860,0.64777,02/12/2014,EA,C/I,N,4,G,,
VUSION OINTMENT,00145000204,7.21525,02/19/2014,GM,C/I,N,"3, 5",B,,
VYFEMLA 28 TABLET,68180087511,0.76461,03/05/2014,EA,C/I,N,"1, 6",G,,
VYFEMLA 28 TABLET,68180087513,0.76461,02/19/2014,EA,C/I,N,"1, 6",G,,
VYTORIN 10-10 MG TABLET,66582031131,5.89496,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-10 MG TABLET,66582031154,5.89496,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-10 MG TABLET,66582031182,5.89496,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-20 MG TABLET,66582031231,5.90888,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-20 MG TABLET,66582031254,5.90888,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-20 MG TABLET,66582031282,5.90888,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-20 MG TABLET,66582031287,5.90888,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-40 MG TABLET,66582031331,5.91535,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-40 MG TABLET,66582031354,5.91535,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-40 MG TABLET,66582031374,5.91535,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-40 MG TABLET,66582031386,5.91535,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-80 MG TABLET,66582031531,5.91140,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-80 MG TABLET,66582031554,5.91140,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-80 MG TABLET,66582031566,5.91140,01/24/2014,EA,C/I,N,2,B,,
VYTORIN 10-80 MG TABLET,66582031574,5.91140,01/24/2014,EA,C/I,N,2,B,,
VYVANSE 20 MG CAPSULE,59417010210,6.54909,01/01/2014,EA,C/I,N,2,B,,
VYVANSE 30 MG CAPSULE,59417010310,6.54138,01/01/2014,EA,C/I,N,2,B,,
VYVANSE 40 MG CAPSULE,59417010410,6.53491,01/01/2014,EA,C/I,N,2,B,,
VYVANSE 50 MG CAPSULE,59417010510,6.43980,01/01/2014,EA,C/I,N,2,B,,
VYVANSE 60 MG CAPSULE,59417010610,6.46836,01/01/2014,EA,C/I,N,2,B,,
VYVANSE 70 MG CAPSULE,59417010710,6.52504,01/01/2014,EA,C/I,N,2,B,,
WARFARIN SODIUM 1 MG TABLET,00555083102,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,00555083105,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,31722032701,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,31722032710,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,51672402701,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,51672402703,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,51672402707,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,65162076110,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,65162076111,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,68382005201,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 1 MG TABLET,68382005210,0.08840,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 10 MG TABLET,00555083502,0.09121,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 10 MG TABLET,31722033501,0.09121,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 10 MG TABLET,51672403501,0.09121,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 10 MG TABLET,51672403503,0.09121,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 10 MG TABLET,65162076910,0.09121,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 10 MG TABLET,65162076911,0.09121,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 10 MG TABLET,68382005901,0.09121,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,00555086902,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,00555086905,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,31722032801,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,31722032810,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,51672402801,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,51672402803,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,51672402807,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,62584098401,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,65162076210,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,65162076211,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,68382005301,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2 MG TABLET,68382005310,0.08178,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,00555083202,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,00555083205,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,31722032901,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,31722032910,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,51672402901,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,51672402903,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,51672402907,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,65162076310,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,65162076311,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,68084002701,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,68382006401,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 2.5 MG TABLET,68382006410,0.08770,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,00555092502,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,31722033001,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,31722033010,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,51672403001,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,51672403003,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,51672403007,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,65162076410,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,65162076411,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,68382005401,0.08813,02/19/2014,EA,C/I,N,1,G,,
WARFARIN SODIUM 3 MG TABLET,68382005410,0.08813,02/19/2014,EA,C/I,N,1,G,,
