DRAFT,,,,,,,,
CMS,,,,,,,,
NADAC Reference File as of 07/04/2013,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting"
OXYBUTYNIN CL ER 5 MG TABLET,51079072201,0.89753,41445.0,EA,C/I,N,1,G
OXYBUTYNIN CL ER 5 MG TABLET,51079072220,0.89753,41445.0,EA,C/I,N,1,G
OXYBUTYNIN CL ER 5 MG TABLET,62175027037,0.89753,41445.0,EA,C/I,N,1,G
OXYBUTYNIN CL ER 5 MG TABLET,62175027041,0.89753,41445.0,EA,C/I,N,1,G
OXYBUTYNIN CL ER 5 MG TABLET,63739054833,0.89753,41445.0,EA,C/I,N,1,G
OXYBUTYNIN CL ER 5 MG TABLET,68084048001,0.89753,41445.0,EA,C/I,N,1,G
OXYCODON-ACETAMINOPHEN 7.5-325,47781022901,0.30264,41445.0,EA,C/I,N,1,G
OXYCODON-ACETAMINOPHEN 7.5-325,47781022905,0.30264,41445.0,EA,C/I,N,1,G
OXYCODONE CONC 20 MG/ML SOLN,00527142636,5.93258,41445.0,ML,C/I,N,"1, 5",G
OXYCODONE CONC 20 MG/ML SOLN,64950035303,5.93258,41445.0,ML,C/I,N,"1, 5, 6",G
OXYCODONE CONC 20 MG/ML SOLN,68462034737,5.93258,41445.0,ML,C/I,N,"1, 5",G
OXYCODONE HCL 10 MG TABLET,10702005601,0.24665,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 10 MG TABLET,68382079401,0.24665,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,00406851501,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,00378611301,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,00228287811,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,10702000801,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,00603499121,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,00603499128,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,47781026401,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,57664018788,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 15 MG TABLET,68084018401,0.23037,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 20 MG TABLET,10702005701,0.39314,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 20 MG TABLET,68382079601,0.39314,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 20 MG/ML SOLN,66689002530,5.93258,41445.0,ML,C/I,N,"1, 5",G
OXYCODONE HCL 30 MG TABLET,00228287911,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 30 MG TABLET,00378611401,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 30 MG TABLET,00406853001,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 30 MG TABLET,10702000901,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 30 MG TABLET,00603499221,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 30 MG TABLET,00603499228,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 30 MG TABLET,47781026501,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 30 MG TABLET,57664022488,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 30 MG TABLET,68084018501,0.33291,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG CAPSULE,00406055401,0.58339,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG CAPSULE,64950090110,0.58339,41445.0,EA,C/I,N,"1, 6",G
OXYCODONE HCL 5 MG CAPSULE,68462020401,0.58339,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG CAPSULE,68308014501,0.58339,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,00406055201,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,00406055262,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,00378611201,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,00603499021,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,00603499028,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,10702001801,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,47781026301,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,57664022388,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG TABLET,68308050547,0.09875,41445.0,EA,C/I,N,"1, 6",G
OXYCODONE HCL 5 MG TABLET,68084035401,0.09875,41445.0,EA,C/I,N,1,G
OXYCODONE HCL 5 MG/5 ML SOL,66689040316,0.18023,41445.0,ML,C/I,N,"1, 5, 6",G
OXYCODONE HCL 5 MG/5 ML SOL,66689002416,0.18023,41445.0,ML,C/I,N,"1, 5",G
OXYCODONE-ACETAMINOPHEN 10-325,47781023001,0.34211,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-325,47781023005,0.34211,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-325 MG TAB,00378710601,0.34211,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-325 MG TAB,00406052301,0.34211,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-325 MG TAB,00406052362,0.34211,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-325 MG TAB,00591093201,0.34211,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-325 MG TAB,53746020401,0.34211,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-325 MG TAB,68084037801,0.34211,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-325 MG TAB,68308048047,0.34211,41445.0,EA,C/I,N,"1, 6",G
OXYCODONE-ACETAMINOPHEN 10-650 MG TAB,00378710801,0.39683,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-650 MG TAB,00591082501,0.39683,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 10-650 MG TAB,53746020601,0.39683,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 2.5-325 MG TAB,00378710301,1.54812,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00378710401,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00406051201,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00406051205,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00406051262,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00406051291,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00591074901,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00591074905,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00603499821,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00603499828,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68308040547,0.0418,41445.0,EA,C/I,N,"1, 6",G
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,0.0418,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-500 MG CAP,00054279525,0.12689,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-500 MG CAP,00406053201,0.12689,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-500 MG CAP,00406053205,0.12689,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-500 MG CAP,00555065802,0.12689,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-500 MG CAP,00603499721,0.12689,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-500 MG CAP,00591073701,0.12689,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 5-500 MG CAP,00591073705,0.12689,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-325 MG TAB,00406052201,0.30264,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-325 MG TAB,00406052262,0.30264,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-325 MG TAB,00378710501,0.30264,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-325 MG TAB,00591093301,0.30264,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-325 MG TAB,68084037901,0.30264,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-325 MG TAB,68308047547,0.30264,41445.0,EA,C/I,N,"1, 6",G
OXYCODONE-ACETAMINOPHEN 7.5-500 MG TAB,00378710701,0.35191,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-500 MG TAB,00406058201,0.35191,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-500 MG TAB,00591082401,0.35191,41445.0,EA,C/I,N,1,G
OXYCODONE-ACETAMINOPHEN 7.5-500 MG TAB,53746020501,0.35191,41445.0,EA,C/I,N,1,G
OXYCODONE-ASPIRIN 4.83-325 MG,00378611701,0.624,41445.0,EA,C/I,N,1,G
OXYCODONE-ASPIRIN 4.83-325 MG,00591355101,0.624,41445.0,EA,C/I,N,1,G
OXYCODONE-IBUPROFEN 5-400 TAB,00228402911,1.00418,41445.0,EA,C/I,N,1,G
OXYCODONE-IBUPROFEN 5-400 TAB,00555077802,1.00418,41445.0,EA,C/I,N,1,G
OXYCODONE-IBUPROFEN 5-400 TAB,00591349401,1.00418,41445.0,EA,C/I,N,1,G
OXYCONTIN 10 MG TABLET,59011041010,2.0907,41326.0,EA,C/I,N,2,B
OXYCONTIN 10 MG TABLET,59011041020,2.0907,41326.0,EA,C/I,N,2,B
OXYCONTIN 10 MG TABLET,59011010010,2.0907,41326.0,EA,C/I,N,2,B
OXYCONTIN 10 MG TABLET,59011010020,2.0907,41326.0,EA,C/I,N,2,B
OXYCONTIN 15 MG TABLET,59011041510,3.12458,41326.0,EA,C/I,N,2,B
OXYCONTIN 15 MG TABLET,59011041520,3.12458,41326.0,EA,C/I,N,2,B
OXYCONTIN 15 MG TABLET,59011081510,3.12458,41326.0,EA,C/I,N,2,B
OXYCONTIN 20 MG TABLET,59011042010,3.99982,41326.0,EA,C/I,N,2,B
OXYCONTIN 20 MG TABLET,59011042020,3.99982,41326.0,EA,C/I,N,2,B
OXYCONTIN 20 MG TABLET,59011010310,3.99982,41326.0,EA,C/I,N,2,B
OXYCONTIN 20 MG TABLET,59011010320,3.99982,41326.0,EA,C/I,N,2,B
OXYCONTIN 30 MG TABLET,59011043010,5.64377,41326.0,EA,C/I,N,2,B
OXYCONTIN 30 MG TABLET,59011043020,5.64377,41326.0,EA,C/I,N,2,B
OXYCONTIN 30 MG TABLET,59011083010,5.64377,41326.0,EA,C/I,N,2,B
OXYCONTIN 40 MG TABLET,59011044010,7.09562,41326.0,EA,C/I,N,2,B
OXYCONTIN 40 MG TABLET,59011044020,7.09562,41326.0,EA,C/I,N,2,B
OXYCONTIN 40 MG TABLET,59011010510,7.09562,41326.0,EA,C/I,N,2,B
OXYCONTIN 40 MG TABLET,59011010520,7.09562,41326.0,EA,C/I,N,2,B
OXYCONTIN 60 MG TABLET,59011046010,10.29218,41326.0,EA,C/I,N,2,B
OXYCONTIN 60 MG TABLET,59011046020,10.29218,41326.0,EA,C/I,N,2,B
OXYCONTIN 60 MG TABLET,59011086010,10.29218,41326.0,EA,C/I,N,2,B
OXYCONTIN 80 MG TABLET,59011048010,13.31374,41326.0,EA,C/I,N,2,B
OXYCONTIN 80 MG TABLET,59011048020,13.31374,41326.0,EA,C/I,N,2,B
OXYCONTIN 80 MG TABLET,59011010710,13.31374,41326.0,EA,C/I,N,2,B
OXYCONTIN 80 MG TABLET,59011010720,13.31374,41326.0,EA,C/I,N,2,B
OXYMORPHONE HCL 10 MG TABLET,00054028425,3.91693,41445.0,EA,C/I,N,1,G
OXYMORPHONE HCL 10 MG TABLET,10702007101,3.91693,41445.0,EA,C/I,N,1,G
OXYMORPHONE HCL 10 MG TABLET,60951079570,3.91693,41445.0,EA,C/I,N,"1, 6",G
OXYMORPHONE HCL 5 MG TABLET,00054028325,2.24657,41445.0,EA,C/I,N,1,G
OXYMORPHONE HCL 5 MG TABLET,10702007001,2.24657,41445.0,EA,C/I,N,1,G
OXYMORPHONE HCL 5 MG TABLET,60951079470,2.24657,41445.0,EA,C/I,N,"1, 6",G
OXYMORPHONE HCL ER 15 MG TAB,00115131601,3.92929,41445.0,EA,C/I,N,1,G
OXYMORPHONE HCL ER 15 MG TAB,00115131613,3.92929,41445.0,EA,C/I,N,"1, 6",G
OXYMORPHONE HCL ER 15 MG TAB,00228326211,3.92929,41445.0,EA,C/I,N,1,G
OXYMORPHONE HCL ER 7.5 MG TAB,00115131501,2.22784,41431.0,EA,C/I,N,4,G
OXYMORPHONE HCL ER 7.5 MG TAB,00115131513,2.22784,41424.0,EA,C/I,N,"4, 6",G
OXYMORPHONE HCL ER 7.5 MG TAB,00228326111,2.22784,41326.0,EA,C/I,N,4,G
OXYTROL 3.9 MG/24HR PATCH,52544092008,32.57933,41331.0,EA,C/I,N,2,B
PACERONE 100 MG TABLET,00245014401,2.63968,41445.0,EA,C/I,N,1,G
PACERONE 100 MG TABLET,00245014430,2.63968,41445.0,EA,C/I,N,1,G
PACERONE 200 MG TABLET,00245014701,0.13897,41445.0,EA,C/I,N,1,G
PACERONE 200 MG TABLET,00245014715,0.13897,41445.0,EA,C/I,N,1,G
PACERONE 200 MG TABLET,00245014760,0.13897,41445.0,EA,C/I,N,1,G
PACERONE 200 MG TABLET,00245014790,0.13897,41445.0,EA,C/I,N,1,G
PAIN & FEVER 325 MG TABLET,00536322201,0.01317,41445.0,EA,C/I,Y,1,G
PAIN & FEVER 325 MG TABLET,00536322210,0.01317,41445.0,EA,C/I,Y,1,G
PAIN & FEVER 500 MG CAPLET,00536321801,0.02199,41445.0,EA,C/I,Y,1,G
PAIN & FEVER 500 MG CAPLET,00536321810,0.02199,41445.0,EA,C/I,Y,1,G
PAIN & FEVER 500 MG TABLET,00536323101,0.02199,41445.0,EA,C/I,Y,1,G
PAIN & FEVER 500 MG TABLET,00536323110,0.02199,41445.0,EA,C/I,Y,1,G
PAIN & FEVER 80 MG/0.8 ML DROP,00536193672,0.08972,41326.0,ML,C/I,Y,"4, 5",G
PAIN & SLEEP 25-500 MG CAPLET,11383016560,0.04214,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 325 MG TABLET,00113040378,0.01317,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 325 MG TABLET,36800040378,0.01317,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,00113048462,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,00113048471,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,00113048478,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,00113048490,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,36800001071,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,36800001078,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,24385048447,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,36800048462,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,36800048471,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,36800048478,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPLET,36800048490,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG CAPSULE,68016002914,0.03802,41445.0,EA,C/I,Y,"1, 6",G
PAIN RELIEF 500 MG CAPSULE,68016002920,0.03802,41445.0,EA,C/I,Y,"1, 6",G
PAIN RELIEF 500 MG CAPSULE,68016002947,0.03802,41445.0,EA,C/I,Y,"1, 6",G
PAIN RELIEF 500 MG GELCAP,36800004662,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG GELCAP,36800004671,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG GELCAP,36800004678,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG GELCAP,36800004683,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG GELCAP,46122000362,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG GELCAP,46122000371,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG GELCAP,46122000376,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG GELCAP,46122000378,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG TABLET,00113040572,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG TABLET,00113022771,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG TABLET,36800040572,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG TABLET,36800040578,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG TABLET,36800022771,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG TABLET,36800022778,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF 500 MG TABLET,16103037608,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEF ALLERGY CAPLET,24385014762,0.0719,41445.0,EA,C/I,Y,1,G
PAIN RELIEF COLD CAPLET,37205082862,0.10073,41445.0,EA,C/I,Y,1,G
PAIN RELIEF ER 650 MG CAPLET,00113021771,0.06231,41445.0,EA,C/I,Y,1,G
PAIN RELIEF ER 650 MG CAPLET,00113054462,0.06231,41445.0,EA,C/I,Y,1,G
PAIN RELIEF ER 650 MG CAPLET,00113054471,0.06231,41445.0,EA,C/I,Y,1,G
PAIN RELIEF ER 650 MG CAPLET,36800021778,0.06231,41445.0,EA,C/I,Y,1,G
PAIN RELIEF ER 650 MG CAPLET,24385062971,0.06231,41445.0,EA,C/I,Y,1,G
PAIN RELIEF PM 25-500 MG CPLT,00113043771,0.04214,41445.0,EA,C/I,Y,1,G
PAIN RELIEF PM 25-500 MG CPLT,36800043771,0.04214,41445.0,EA,C/I,Y,1,G
PAIN RELIEF PM 25-500 MG CPLT,36800043778,0.04214,41445.0,EA,C/I,Y,1,G
PAIN RELIEF PM GELCAP,46122002658,0.04214,41445.0,EA,C/I,Y,1,G
PAIN RELIEF SINUS PE CAPLET,37205057162,0.07007,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 325 MG TABLET,24385040378,0.01317,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG CAPLET,24385048452,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG CAPLET,24385048471,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG CAPLET,24385048478,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG CAPLET,24385048490,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG CAPLET,37205059490,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG CAPLET,37205002078,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG CAPSULE,37205098071,0.03802,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG GELCAP,37205098078,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG TABLET,37205003578,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG TABLET,24385014571,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER 500 MG TABLET,24385008778,0.02199,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER PLUS TABLET,00904513559,0.04099,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER PM CAPLET,37205006071,0.04214,41445.0,EA,C/I,Y,1,G
PAIN RELIEVER PM CAPLET,37205006078,0.04214,41445.0,EA,C/I,Y,1,G
PAIN RELIEVING GEL,37205082426,0.02917,41326.0,ML,C/I,Y,"4, 5",G
"PANCREAZE DR 10,500 UNIT CAP",50458034260,1.77668,41354.0,EA,C/I,N,2,B
"PANCREAZE DR 16,800 UNIT CAP",50458034360,2.82989,41326.0,EA,C/I,N,2,B
"PANCREAZE DR 21,000 UNIT CAP",50458034660,3.55574,41326.0,EA,C/I,N,2,B
"PANCREAZE DR 4,200 UNIT CAP",50458034160,0.69903,41417.0,EA,C/I,N,2,B
"PANCRELIPASE DR 5,000 UNIT CAP",39822020501,0.71843,41445.0,EA,C/I,N,1,B
PANOXYL 10% ACNE FOAMING WASH,00145098505,0.03953,41445.0,GM,C/I,Y,"1, 5, 6",B
PANTOPRAZOLE SOD DR 20 MG TAB,00008060601,0.10729,41445.0,EA,C/I,N,"1, 6",G
PANTOPRAZOLE SOD DR 20 MG TAB,00093001198,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,00378668877,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,41616014481,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,13668009605,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,13668009690,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,45963056908,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,59746028390,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,55111033290,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,62175018046,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,64679043302,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 20 MG TAB,64679043304,0.10729,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,00093001298,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,00008060701,0.07692,41445.0,EA,C/I,N,"1, 6",G
PANTOPRAZOLE SOD DR 40 MG TAB,00008060704,0.07692,41445.0,EA,C/I,N,"1, 6",G
PANTOPRAZOLE SOD DR 40 MG TAB,00378668910,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,00378668977,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,00904623561,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,45963057005,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,45963057008,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,47335058081,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,13668009705,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,13668009730,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,13668009790,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,13668042905,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,13668042930,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,13668042990,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,41616058081,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,55111033390,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,59746028490,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,51079005101,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,51079005120,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,64679043402,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,64679043404,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,62175018146,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,63739056410,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,68084028301,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,68084000601,0.07692,41459.0,EA,C/I,N,"1, 6",G
PANTOPRAZOLE SOD DR 40 MG TAB,68645040070,0.07692,41445.0,EA,C/I,N,1,G
PANTOPRAZOLE SOD DR 40 MG TAB,68645040170,0.07692,41445.0,EA,C/I,N,1,G
PANTOTHENIC ACID 500 MG TABS,00536671701,0.04498,41445.0,EA,C/I,Y,1,G
PAPAVERINE 300 MG/10 ML VIAL,00517401001,0.50583,41326.0,ML,C/I,N,"4, 5",G
PAREGORIC LIQUID,50383085516,0.50917,41326.0,ML,C/I,N,"4, 5",G
PAROXETINE CR 12.5 MG TABLET,00378200305,2.28152,41445.0,EA,C/I,N,1,G
PAROXETINE CR 12.5 MG TABLET,00378200393,2.28152,41445.0,EA,C/I,N,1,G
PAROXETINE CR 12.5 MG TABLET,51079082463,2.28152,41445.0,EA,C/I,N,1,G
PAROXETINE CR 12.5 MG TABLET,60505367303,2.28152,41445.0,EA,C/I,N,"1, 6",G
PAROXETINE CR 25 MG TABLET,00378200405,2.23813,41445.0,EA,C/I,N,1,G
PAROXETINE CR 25 MG TABLET,00378200493,2.23813,41445.0,EA,C/I,N,1,G
PAROXETINE CR 25 MG TABLET,51079082562,2.23813,41445.0,EA,C/I,N,1,G
PAROXETINE CR 25 MG TABLET,60505367403,2.23813,41445.0,EA,C/I,N,"1, 6",G
PAROXETINE CR 37.5 MG TABLET,00378200693,2.43483,41445.0,EA,C/I,N,"1, 6",G
PAROXETINE CR 37.5 MG TABLET,60505367503,2.43483,41445.0,EA,C/I,N,"1, 6",G
PAROXETINE ER 37.5 MG TABLET,00378200593,2.43483,41445.0,EA,C/I,N,1,G
