,,,,,,,,,,,
CMS,,,,,,,,,,,
Weekly NADAC Reference File as of 12/25/2013,,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date",
STOOL SOFTENER 100 MG CAPSULE,66424003010,0.01870,12/18/2013,EA,C/I,Y,1,G,,,
STOOL SOFTENER 100 MG SOFTGEL,24385043672,0.01870,12/18/2013,EA,C/I,Y,1,G,,,
STOOL SOFTENER 100 MG SOFTGEL,24385043678,0.01870,12/18/2013,EA,C/I,Y,1,G,,,
STOOL SOFTENER 100 MG SOFTGEL,36800048672,0.01870,12/18/2013,EA,C/I,Y,1,G,,,
STOOL SOFTENER 100 MG SOFTGEL,36800048678,0.01870,12/18/2013,EA,C/I,Y,1,G,,,
STOOL SOFTENER 250 MG SOFTGEL,24385044378,0.03941,12/18/2013,EA,C/I,Y,1,G,,,
STOOL SOFTENER 50 MG/5 ML LIQ,24385046843,0.00720,12/18/2013,ML,C/I,Y,"1, 5",G,,,
STOOL SOFTENER SYRUP,24385046943,0.00643,12/18/2013,ML,C/I,Y,"1, 5",G,,,
STOOL SOFTENER-LAXATIVE TAB,37205034978,0.02565,12/18/2013,EA,C/I,Y,1,G,,,
STOOL SOFTENER-LAXATIVE TABLET,24385049578,0.02565,12/18/2013,EA,C/I,Y,1,G,,,
STRATTERA 10 MG CAPSULE,00002322730,7.18918,12/18/2013,EA,C/I,N,3,B,,,
STRATTERA 100 MG CAPSULE,00002325130,8.40339,12/18/2013,EA,C/I,N,3,B,,,
STRATTERA 18 MG CAPSULE,00002323830,7.19160,12/18/2013,EA,C/I,N,3,B,,,
STRATTERA 25 MG CAPSULE,00002322830,7.19426,12/18/2013,EA,C/I,N,3,B,,,
STRATTERA 40 MG CAPSULE,00002322930,7.81648,12/18/2013,EA,C/I,N,3,B,,,
STRATTERA 60 MG CAPSULE,00002323930,7.79437,12/18/2013,EA,C/I,N,3,B,,,
STRATTERA 80 MG CAPSULE,00002325030,8.37000,12/18/2013,EA,C/I,N,3,B,,,
STRIBILD TABLET,61958120101,75.47772,07/18/2013,EA,C/I,N,2,B,,,
STROMECTOL 3 MG TABLET,00006003220,4.49427,09/19/2013,EA,C/I,N,2,B,,,
STROVITE ONE CAPLET,00642020790,0.69353,12/18/2013,EA,C/I,N,1,G,,,
SUBOXONE 12 MG-3 MG SL FILM,12496121203,13.56989,08/22/2013,EA,C/I,N,"2, 5",B,,,
SUBOXONE 2 MG-0.5 MG SL FILM,12496120203,3.81582,09/19/2013,EA,C/I,N,"2, 5",B,,,
SUBOXONE 4 MG-1 MG SL FILM,12496120403,6.86038,07/18/2013,EA,C/I,N,"2, 5",B,,,
SUBOXONE 8 MG-2 MG SL FILM,12496120803,6.83545,09/19/2013,EA,C/I,N,"2, 5",B,,,
SUBSYS 200 MCG SPRAY,20482000230,34.16180,07/18/2013,EA,C/I,N,"4, 5",B,,,
SUCLEAR BOWEL PREP KIT,52268090101,0.02559,12/18/2013,ML,C/I,N,"1, 5",B,,,
SUCRALFATE 1 GM TABLET,00093221001,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM TABLET,00093221005,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM TABLET,00093221098,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM TABLET,00591078001,0.20977,12/18/2013,EA,C/I,N,"1, 6",G,,,
SUCRALFATE 1 GM TABLET,00591078005,0.20977,12/18/2013,EA,C/I,N,"1, 6",G,,,
SUCRALFATE 1 GM TABLET,29033000301,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM TABLET,29033000305,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM TABLET,51079087101,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM TABLET,51079087117,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM TABLET,51079087120,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM TABLET,68084059301,0.20977,12/18/2013,EA,C/I,N,1,G,,,
SUCRALFATE 1 GM/10 ML SUSP,66689079050,0.38104,07/18/2013,ML,C/I,N,"4, 5",G,,,
SUDOGEST 12 HOUR 120 MG CAPLET,00904580315,0.33510,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST 30 MG TABLET,00904505324,0.04721,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST 30 MG TABLET,00904505359,0.04721,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST 30 MG TABLET,00904505360,0.04721,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST 60 MG TABLET,00904512546,0.03222,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST 60 MG TABLET,00904512559,0.03222,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST COLD & ALLERGY TAB,00904535124,0.04660,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST PE 10 MG TABLET,00904573305,0.04427,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST PE 10 MG TABLET,00904573349,0.04427,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST PE 10 MG TABLET,00904573373,0.04427,12/18/2013,EA,C/I,Y,1,G,,,
SUDOGEST SINUS & ALLERGY TAB,00904535196,0.04660,12/18/2013,EA,C/I,Y,1,G,,,
SULF-PRED 10-0.23% EYE DROPS,24208031710,1.85789,11/21/2013,ML,C/I,N,"4, 5",G,,,
SULF-PRED 10-0.23% EYE DROPS,24208031705,2.73511,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULF-PRED 10-0.25% EYE DROPS,61314029710,1.85789,11/21/2013,ML,C/I,N,"4, 5",G,,,
SULF-PRED 10-0.25% EYE DROPS,61314029705,2.73511,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFACETAMIDE 10% EYE DROPS,24208067004,3.03078,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFACETAMIDE 10% EYE DROPS,61314070101,3.03078,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFACETAMIDE 10% EYE OINTMENT,48102010335,15.59429,04/18/2013,GM,C/I,N,"4, 5",G,,,
SULFACETAMIDE SOD 10% TOP SUSP,00168038204,0.59979,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFACETAMIDE SOD 10% TOP SUSP,45802089626,0.59979,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFADIAZINE 500 MG TABLET,00185075701,3.30772,05/23/2013,EA,C/I,N,4,G,,,
SULFADIAZINE 500 MG TABLET,00185075710,3.30772,05/23/2013,EA,C/I,N,4,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,00603578121,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,00603578128,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,00904272540,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,00904272560,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,00904272561,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,51079012801,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,51079012820,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,53489014601,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,53489014605,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,53746027201,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,53746027205,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,58517014020,0.06170,12/18/2013,EA,C/I,N,"1, 6",G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,61971012001,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,61971012005,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,63739022810,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,65862042001,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,65862042005,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,68084023001,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,68462034001,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP DS TABLET,68462034005,0.06170,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,00603578021,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,00603578028,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,53489014501,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,53489014505,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,53746027101,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,53746027105,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,61971011501,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,61971011505,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,65862041901,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,65862041905,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,68462033901,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SS TABLET,68462033905,0.08294,12/18/2013,EA,C/I,N,1,G,,,
SULFAMETHOXAZOLE-TMP SUSP,00603168458,0.06229,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFAMETHOXAZOLE-TMP SUSP,00603168558,0.06229,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFAMETHOXAZOLE-TMP SUSP,50383082316,0.06229,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFAMETHOXAZOLE-TMP SUSP,50383082416,0.06229,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFAMETHOXAZOLE-TMP SUSP,65862049647,0.06229,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFAMIDE 10% EYE DROPS,00904272835,3.03078,12/18/2013,ML,C/I,N,"1, 5",G,,,
SULFASALAZINE 500 MG TABLET,00591079601,0.15291,12/18/2013,EA,C/I,N,1,G,,,
SULFASALAZINE 500 MG TABLET,00591079605,0.15291,12/18/2013,EA,C/I,N,1,G,,,
SULFASALAZINE 500 MG TABLET,00591079610,0.15291,12/18/2013,EA,C/I,N,1,G,,,
SULFASALAZINE 500 MG TABLET,00904115240,0.15291,12/18/2013,EA,C/I,N,"1, 6",G,,,
SULFASALAZINE 500 MG TABLET,00904115260,0.15291,12/18/2013,EA,C/I,N,"1, 6",G,,,
SULFASALAZINE 500 MG TABLET,59762500001,0.15291,12/18/2013,EA,C/I,N,"1, 6",G,,,
SULFASALAZINE 500 MG TABLET,59762500002,0.15291,12/18/2013,EA,C/I,N,"1, 6",G,,,
SULFASALAZINE DR 500 MG TAB,59762010401,0.21056,12/18/2013,EA,C/I,N,"1, 6",G,,,
SULFASALAZINE DR 500 MG TAB,59762010402,0.21056,12/18/2013,EA,C/I,N,"1, 6",G,,,
SULFATRIM PEDIATRIC SUSPENSION,54879000716,0.06229,12/18/2013,ML,C/I,N,"1, 5, 6",G,,,
SULFAZINE 500 MG TABLET,00603580104,0.15291,12/18/2013,EA,C/I,N,1,G,,,
SULFAZINE 500 MG TABLET,00603580121,0.15291,12/18/2013,EA,C/I,N,1,G,,,
SULFAZINE 500 MG TABLET,00603580128,0.15291,12/18/2013,EA,C/I,N,1,G,,,
SULFAZINE 500 MG TABLET,00603580132,0.15291,12/18/2013,EA,C/I,N,1,G,,,
SULFAZINE EC 500 MG TAB,00603580321,0.21056,12/18/2013,EA,C/I,N,1,G,,,
SULFAZINE EC 500 MG TAB,00603580325,0.21056,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,00378042701,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,00591566101,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,00591566105,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,00904621640,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,23155000501,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,23155000505,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,42806001801,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,42806001805,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,53489047801,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 150 MG TABLET,53489047805,0.13065,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,00378053101,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,00591566001,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,00591566005,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,00904621740,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,00904621760,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,23155000601,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,23155000605,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,42806001101,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,42806001105,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,51079066701,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,51079066720,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,53489047901,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SULINDAC 200 MG TABLET,53489047905,0.19467,12/18/2013,EA,C/I,N,1,G,,,
SUMADAN KIT,43538019116,286.15191,10/01/2013,EA,C/I,N,"4, 6",B,,,
SUMATRIPTAN 20 MG NASAL SPRAY,00781652386,37.57554,12/18/2013,EA,C/I,N,"1, 5, 6",G,,,
SUMATRIPTAN 4 MG/0.5 ML CART,00781317007,152.49800,12/18/2013,ML,C/I,N,"1, 5, 6",G,,,
SUMATRIPTAN 4 MG/0.5 ML INJECT,00781316907,168.48000,12/18/2013,ML,C/I,N,"1, 5, 6",G,,,
SUMATRIPTAN 5 MG NASAL SPRAY,00781652486,34.03967,12/18/2013,EA,C/I,N,"1, 5, 6",G,,,
SUMATRIPTAN 6 MG/0.5 ML INJECT,00781317207,142.39820,12/18/2013,ML,C/I,N,"1, 5, 6",G,,,
SUMATRIPTAN 6 MG/0.5 ML INJECT,47335027641,142.39820,12/18/2013,ML,C/I,N,"1, 5",G,,,
SUMATRIPTAN 6 MG/0.5 ML REFILL,00781317307,130.15711,12/18/2013,ML,C/I,N,"1, 5, 6",G,,,
SUMATRIPTAN 6 MG/0.5 ML VIAL,00703735102,98.22200,12/18/2013,ML,C/I,N,"1, 5",G,,,
SUMATRIPTAN 6 MG/0.5 ML VIAL,00781317414,98.22200,12/18/2013,ML,C/I,N,"1, 5, 6",G,,,
SUMATRIPTAN 6 MG/0.5 ML VIAL,25021070360,98.22200,12/18/2013,ML,C/I,N,"1, 5",G,,,
SUMATRIPTAN 6 MG/0.5 ML VIAL,64679072801,98.22200,12/18/2013,ML,C/I,N,"1, 5",G,,,
SUMATRIPTAN SUCC 100 MG TABLET,00093022419,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,00093022490,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,00378563259,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,16252059299,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,16714053311,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,55111029309,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,55111029336,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,55111029390,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,59762185209,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,62756052269,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,62756052288,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,63304009919,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,65862014836,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 100 MG TABLET,68084034197,0.96725,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,00378563059,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,16252059099,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,16714053111,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,55111029109,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,55111029136,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,55111029190,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,59762185009,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,62756052069,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,62756052088,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,63304009719,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,65862014636,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 25 MG TABLET,68084033997,1.05968,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,00378563159,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,16252059199,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,16714053211,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,55111029209,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,55111029236,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,55111029290,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,59762185109,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,62756052169,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,62756052188,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,63304009819,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,65862014736,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMATRIPTAN SUCC 50 MG TABLET,68084034097,0.93032,12/18/2013,EA,C/I,N,1,G,,,
SUMAVEL DOSEPRO 6 MG/0.5 ML,43376010606,191.32054,04/26/2013,ML,C/I,N,"2, 5",B,,,
SUPHEDRIN 12HR 120 MG CAPLET,24385005452,0.33510,12/18/2013,EA,C/I,Y,1,G,,,
SUPHEDRIN 30 MG TABLET,24385043262,0.04721,12/18/2013,EA,C/I,Y,1,G,,,
SUPHEDRIN LIQUID,24385050726,0.01185,11/21/2013,ML,C/I,Y,"4, 5",G,,,
SUPHEDRINE SINUS CONG 30 MG TB,63868014624,0.04721,12/18/2013,EA,C/I,Y,1,G,,,
SUPRAX 100 MG/5 ML SUSPENSION,68180020203,2.77328,04/02/2013,ML,C/I,N,"2, 5, 6",B-ANDA,,,
SUPRAX 200 MG TABLET CHEWABLE,27437020511,27.41425,07/18/2013,EA,C/I,N,"4, 6",B-ANDA,,,
SUPRAX 200 MG/5 ML SUSPENSION,27437020603,5.53909,04/02/2013,ML,C/I,N,"2, 5, 6",B-ANDA,,,
SUPRAX 200 MG/5 ML SUSPENSION,27437020602,5.57709,04/02/2013,ML,C/I,N,"2, 5, 6",B-ANDA,,,
SUPRAX 400 MG CAPSULE,27437020811,16.15600,12/18/2013,EA,C/I,N,1,B,,,
SUPRAX 400 MG TABLET,27437020108,16.38795,04/02/2013,EA,C/I,N,"2, 6",B-ANDA,,,
SUPREP BOWEL PREP KIT,52268001201,0.19549,09/27/2013,ML,C/I,N,"2, 5",B,,,
SUSTIVA 600 MG TABLET,00056051030,21.18666,04/18/2013,EA,C/I,N,2,B,,,
SUTENT 12.5 MG CAPSULE,00069055038,105.52679,12/18/2013,EA,C/I,N,1,B,,,
SUTENT 25 MG CAPSULE,00069077038,213.07075,07/01/2013,EA,C/I,N,4,B,,,
SWIM EAR DROPS,00168012691,0.08867,12/18/2013,ML,C/I,Y,"1, 5",G,,,
SYEDA 28 TABLET,00781565815,1.56276,12/18/2013,EA,C/I,N,1,G,,,
SYMAX FASTABS 0.125 MG TABLET,64543011401,0.26187,12/18/2013,EA,C/I,N,1,G,,,
SYMAX-SL 0.125 MG TABLET SL,64543011101,0.33453,12/18/2013,EA,C/I,N,1,G,,,
SYMBICORT 160-4.5 MCG INHALER,00186037020,22.64930,02/21/2013,GM,C/I,N,"2, 5",B,,,
SYMBICORT 160-4.5 MCG INHALER,00186037028,25.74843,12/18/2013,GM,C/I,N,"1, 5",B,,,
SYMBICORT 80-4.5 MCG INHALER,00186037220,19.56205,12/18/2013,GM,C/I,N,"1, 5",B,,,
SYMBICORT 80-4.5 MCG INHALER,00186037228,19.82071,04/18/2013,GM,C/I,N,"4, 5",B,,,
SYMBYAX 3-25 MG CAPSULE,00002323030,9.46767,05/23/2013,EA,C/I,N,4,B,7.22793,11/21/2013,
SYMLINPEN 120 PEN INJECTOR,66780012102,94.83726,12/18/2013,ML,C/I,N,"1, 5",B,,,
SYMLINPEN 60 PEN INJECTOR,66780011502,143.00440,07/23/2013,ML,C/I,N,"2, 5",B,,,
SYNTHROID 100 MCG TABLET,00074662411,0.75810,10/24/2013,EA,C/I,N,"2, 6",B,0.27754,12/18/2013,
SYNTHROID 100 MCG TABLET,00074662419,0.75810,10/24/2013,EA,C/I,N,"2, 6",B,0.27754,12/18/2013,
SYNTHROID 100 MCG TABLET,00074662490,0.75810,10/24/2013,EA,C/I,N,"2, 6",B,0.27754,12/18/2013,
SYNTHROID 112 MCG TABLET,00074929619,0.76948,10/24/2013,EA,C/I,N,"2, 6",B,0.32330,12/18/2013,
SYNTHROID 112 MCG TABLET,00074929690,0.76948,10/24/2013,EA,C/I,N,"2, 6",B,0.32330,12/18/2013,
SYNTHROID 125 MCG TABLET,00074706811,0.77862,10/24/2013,EA,C/I,N,"2, 6",B,0.32747,12/18/2013,
SYNTHROID 125 MCG TABLET,00074706819,0.77862,10/24/2013,EA,C/I,N,"2, 6",B,0.32747,12/18/2013,
SYNTHROID 125 MCG TABLET,00074706890,0.77862,10/24/2013,EA,C/I,N,"2, 6",B,0.32747,12/18/2013,
SYNTHROID 137 MCG TABLET,00074372790,0.79773,10/24/2013,EA,C/I,N,"2, 6",B,0.33378,12/18/2013,
SYNTHROID 150 MCG TABLET,00074706911,0.80101,10/24/2013,EA,C/I,N,"2, 6",B,0.34175,12/18/2013,
SYNTHROID 150 MCG TABLET,00074706919,0.80101,10/24/2013,EA,C/I,N,"2, 6",B,0.34175,12/18/2013,
SYNTHROID 150 MCG TABLET,00074706990,0.80101,10/24/2013,EA,C/I,N,"2, 6",B,0.34175,12/18/2013,
SYNTHROID 175 MCG TABLET,00074707019,0.88864,10/24/2013,EA,C/I,N,"2, 6",B,0.40807,12/18/2013,
SYNTHROID 175 MCG TABLET,00074707090,0.88864,10/24/2013,EA,C/I,N,"2, 6",B,0.40807,12/18/2013,
SYNTHROID 200 MCG TABLET,00074714811,0.88786,10/24/2013,EA,C/I,N,"2, 6",B,0.40373,12/18/2013,
SYNTHROID 200 MCG TABLET,00074714819,0.88786,10/24/2013,EA,C/I,N,"2, 6",B,0.40373,12/18/2013,
SYNTHROID 200 MCG TABLET,00074714890,0.88786,10/24/2013,EA,C/I,N,"2, 6",B,0.40373,12/18/2013,
SYNTHROID 25 MCG TABLET,00074434119,0.62938,10/24/2013,EA,C/I,N,"2, 6",B,0.21898,12/18/2013,
SYNTHROID 25 MCG TABLET,00074434190,0.62938,10/24/2013,EA,C/I,N,"2, 6",B,0.21898,12/18/2013,
SYNTHROID 300 MCG TABLET,00074714919,1.16390,10/24/2013,EA,C/I,N,"2, 6",B,0.55341,12/18/2013,
SYNTHROID 300 MCG TABLET,00074714990,1.16390,10/24/2013,EA,C/I,N,"2, 6",B,0.55341,12/18/2013,
SYNTHROID 50 MCG TABLET,00074455211,0.71921,10/24/2013,EA,C/I,N,"2, 6",B,0.24550,12/18/2013,
SYNTHROID 50 MCG TABLET,00074455219,0.71921,10/24/2013,EA,C/I,N,"2, 6",B,0.24550,12/18/2013,
SYNTHROID 50 MCG TABLET,00074455290,0.71921,10/24/2013,EA,C/I,N,"2, 6",B,0.24550,12/18/2013,
SYNTHROID 75 MCG TABLET,00074518211,0.74129,10/24/2013,EA,C/I,N,"2, 6",B,0.26994,12/18/2013,
SYNTHROID 75 MCG TABLET,00074518219,0.74129,10/24/2013,EA,C/I,N,"2, 6",B,0.26994,12/18/2013,
SYNTHROID 75 MCG TABLET,00074518290,0.74129,10/24/2013,EA,C/I,N,"2, 6",B,0.26994,12/18/2013,
SYNTHROID 88 MCG TABLET,00074659419,0.75152,10/24/2013,EA,C/I,N,"2, 6",B,0.27953,12/18/2013,
SYNTHROID 88 MCG TABLET,00074659490,0.75152,10/24/2013,EA,C/I,N,"2, 6",B,0.27953,12/18/2013,
