ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType
V797P-5192B,"Pharmaceutical Specialties, Inc.",10/15/2010,03/31/2016,45334-0340-06,,12X170GM,"VANICREAM SHAVE CREAM,TOP","VANICREAM SHAVE CREAM,TOP",DE400,F,T,3.47,10/15/2010,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5309-20,,120ML,"IBUPROFEN 100MG/5ML SUSP,ORAL",CHILDREN'S IBUPROFEN SUSP,MS102,F,T,3.47,04/01/2011,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5577-20,,120ML,"IBUPROFEN 100MG/5ML SUSP,ORAL",CHILDREN'S IBUPROFEN SUSP BOXED,MS102,F,T,3.47,04/01/2011,03/31/2016,FSS
V797P-2143D,Purdue Pharma LP,05/01/2012,04/30/2017,67618-0200-04,,118ML,CHLORHEXIDINE GLUCONATE 4% SCRUB,CHLORHEXIDINE GLUCONATE 4% SCRUB,DE101,F,T,3.46,07/01/2015,04/30/2017,FSS
VA797P-13-C-0012,"Sandoz, Inc.",01/15/2013,01/14/2016,00781-6139-54,,125ML,AMOXICILLIN 600MG/CLAVULANATE K 42.9MG/5ML SUSP,AMOXICILLIN 600MG/CLAVULANATE K 42.9MG/5ML SU,AM111,F,T,3.46,01/15/2013,01/14/2016,NC
V797P-5094B,Geritrex Corp.,07/15/2009,01/31/2016,54162-0220-14,,120ML,"ZINC ACETATE SPRAY,TOP",DERMADROX SPRAY SKIN PROTECTANT,DE900,F,T,3.45,06/15/2010,01/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00536-4077-01,,100,NIACIN-ER 500MG CAP,NIACIN-ER 500MG CAP,VT103,F,T,3.45,01/25/2013,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5460-72,,300,CALCIUM 500MG (AS CARBONATE)/VITAMIN D 125UNT TAB,OYSTER SHELL CALCIUM 500MG W/D TAB,VT802,F,T,3.44,04/01/2011,03/31/2016,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0048-93,,30,PIOGLITAZONE HCL 15MG TAB,PIOGLITAZONE HCL 15MG TAB,HS502,F,T,3.43,06/01/2013,03/14/2018,FSS
V797D-30110,"Blu Pharmaceuticals, LLC",04/01/2013,03/31/2018,24658-0141-01,,100,CITALOPRAM HYDROBROMIDE 20MG TAB,CITALOPRAM HYDROBROMIDE 20MG TAB,CN609,F,T,3.43,04/01/2013,03/31/2018,FSS
V797D-30110,"Blu Pharmaceuticals, LLC",04/01/2013,03/31/2018,24658-0292-90,,90,METFORMIN HCL 1000MG TAB,METFORMIN HCL 1000MG TAB,HS502,F,T,3.43,07/15/2014,03/31/2018,FSS
V797D-40033,Coloplast Corp.,12/01/2013,11/30/2018,11701-0052-05,,1,"SUPPLY,PERSONAL CARE","BEDSIDE CARE FOAM NO-RINSE BW, 8fl oz (237ml)",DE700,F,T,3.43,03/23/2014,11/30/2018,FSS
V797D-40070,Hospira Worldwide,10/01/2014,09/30/2019,00409-1253-01,,25X1ML,MEPERIDINE HCL 50MG/ML INJ,DEMEROL HYDROCHLORIDE UNI-AMP 50 MG,CN101,T,T,3.43,01/01/2015,09/30/2019,FSS
V797D-50404,National Vitamin Company,06/01/2015,05/31/2020,54629-0011-43,,90,SOY ISOFLAVONES 40MG CAPLET,SOY ISOFLAVONES 40MG CAPLET,HA000,F,T,3.43,06/01/2015,05/31/2020,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,60429-0187-90,,90,TRAZODONE HCL 50MG TAB,TRAZODONE HCL 50MG TAB,CN609,F,T,3.43,02/15/2014,03/31/2016,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,60429-0224-01,,100,HYDROXYZINE HCL 25MG TAB,HYDROXYZINE HCL 25MG TAB,AH500,F,T,3.43,09/01/2015,03/31/2016,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-6160-21,,100,TRAZODONE HCL 50MG TAB,TRAZODONE HCL 50MG TAB,CN609,F,T,3.42,07/01/2015,12/31/2015,FSS
V797D-50404,National Vitamin Company,06/01/2015,05/31/2020,54629-0132-05,,50,"VITAMIN B COMPLEX TAB,SA",COMPLEX VIT B-100 TR TAB,VT109,F,T,3.42,06/19/2015,05/31/2020,FSS
V797P-2226D,"Exelan Pharmaceuticals, Inc.",07/15/2012,07/14/2017,76282-0207-01,,100,CITALOPRAM HYDROBROMIDE 20MG TAB,CITALOPRAM HYDROBROMIDE 20MG TAB,CN609,F,T,3.42,07/15/2014,07/14/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,12/31/2016,17478-0291-11,,10ML,"CROMOLYN NA 4% SOLN,OPH","CROMOLYN NA 4% SOLN,OPH",OP900,F,T,3.42,07/15/2012,12/31/2016,FSS
V797P-5270B,"Perrigo Sourcing Solutions, Inc.",09/01/2011,08/31/2016,45802-0054-35,,15GM,"TRIAMCINOLONE ACETONIDE 0.025% OINTMENT,USP,TOP","TRIAMCINOLONE ACETONIDE 0.025% OINTMENT,USP,T",DE200,F,T,3.42,01/13/2012,08/31/2016,FSS
V797P-5980X,TEVA Pharm,04/15/2008,03/31/2016,00093-9477-53,,50,GLYBURIDE 1.25MG TAB,GLYBURIDE 1.25MG TAB,HS502,T,T,3.42,01/01/2015,03/31/2016,Big4
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,51672-2002-01,,15GM,"CLOTRIMAZOLE 1% CREAM,TOP","CLOTRIMAZOLE 1% CREAM,TOP",DE102,F,T,3.41,10/15/2011,03/31/2016,FSS
V797P-5795X,"Greenstone, Ltd.",11/15/2006,12/31/2015,59762-0180-04,,15,"VENLAFAXINE HCL 37.5MG 24HR CAP,SA","VENLAFAXINE HCL 37.5MG 24HR CAP,SA",CN609,T,T,3.41,01/01/2015,12/31/2015,FSS
V797D-30226,"Sandoz, Inc",08/15/2013,08/14/2018,00185-0070-60,,60,LOVASTATIN 10MG TAB,LOVASTATIN 10MG TAB,CV350,F,T,3.4,01/15/2015,08/14/2018,FSS
V797D-40033,Coloplast Corp.,12/01/2013,11/30/2018,11701-0050-33,,1,"ANORECTAL SKIN PROTECTANT CREAM,TOP","CITRIC AID SKIN PASTE MOISTURE, 2.5oz (71g)",DE102,F,T,3.4,03/23/2014,11/30/2018,FSS
V797P-5145B,Humco Holding Group,01/15/2010,01/31/2016,00395-0243-92,,59ML,"COMPOUND BENZOIN TINCTURE,TOP","COMPOUND BENZOIN TINCTURE,TOP",XA604,F,T,3.4,01/15/2010,01/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5709-16,,480ML,"KAOLIN 5.85GM/PECTIN 130MG/30ML SUSP,ORAL",KAO-TIN LIQUID,GA400,F,T,3.4,12/01/2014,03/31/2016,FSS
VA797-P-0233,"Golden State Medical Supply, Inc.",10/31/2010,10/30/2015,60429-0770-60,,60,TOPIRAMATE 50MG TAB,TOPIRAMATE 50MG TAB,CN400,F,T,3.4,10/31/2010,10/30/2015,NC
VA797P-13-C-0051,"AvKare, Inc.",08/09/2013,08/08/2016,42291-0621-30,,30,MONTELUKAST NA 10MG TAB,MONTELUKAST NA 10MG TAB,RE109,F,T,3.39,08/09/2013,08/08/2016,NC
VA797P-15-C-0045,"Golden State Medical Supply, Inc.",08/15/2015,08/14/2016,60429-0222-30,,30,TERBINAFINE HCL 250MG TAB,TERBINAFINE HCL 250MG TAB,AM700,F,T,3.39,08/15/2015,08/14/2016,NC
V797D-30226,"Sandoz, Inc",08/15/2013,08/14/2018,61314-0143-15,,15ML,"BRIMONIDINE TARTRATE 0.2% SOLN,OPH","BRIMONIDINE TARTRATE 0.2% SOLN,OPH",OP109,F,T,3.38,08/15/2013,08/14/2018,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-0011-03,,100MG,"HYDROCORTISONE NA SUCCINATE 100MG/VIL INJ,SOLN",SOLU-CORTEF 100MG ACT-O-VIAL INJ,HS051,T,T,3.38,01/01/2015,10/31/2019,Big4
V797P-5795X,"Greenstone, Ltd.",11/15/2006,12/31/2015,59762-0181-04,,15,"VENLAFAXINE HCL 75MG 24HR CAP,SA","VENLAFAXINE HCL 75MG 24HR CAP,SA",CN609,T,T,3.38,01/01/2015,12/31/2015,FSS
VA797P-15-C-0026,Golden State Medical Supply Inc,05/19/2015,05/18/2016,60429-0212-90,,90,LISINOPRIL 40MG TAB,LISINOPRIL 40MG TAB,CV800,F,T,3.38,05/19/2015,05/18/2016,NC
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-7970-93,,30X2.5ML,"IPRATROPIUM BR 0.02% SOLN,INHL,2.5ML,UD","IPRATROPIUM BR 0.02% SOLN,INHL,2.5ML,UD",RE105,F,T,3.37,03/15/2013,03/14/2018,FSS
VA797-P-0245,"Mylan Pharmaceuticals, Inc.",08/15/2011,08/14/2016,00378-3505-91,,60,RISPERIDONE 0.5MG TAB,RISPERIDONE 0.5MG TAB,CN709,F,T,3.37,08/15/2015,08/14/2016,NC
V797P-5192B,"Pharmaceutical Specialties, Inc.",10/15/2010,03/31/2016,45334-0220-08,,237ML,"CLEANSER,SKIN",FREE & CLEAR LIQUID CLEANSER,DE400,F,T,3.36,10/15/2010,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5460-61,,100UD,"CALCIUM CARBONATE 500MG W/VITAMIN D 125UNT TAB,UD","OYSTER 500MG W/VITAMIN D 125UNT TAB,10X10",GA105,F,T,3.36,04/01/2011,03/31/2016,FSS
V797D-30226,"Sandoz, Inc",08/15/2013,08/14/2018,61314-0656-10,,10ML,"CIPROFLOXACIN HCL 0.3% SOLN,OPH","CIPROFLOXACIN HCL 0.3% SOLN,OPH",OP210,T,T,3.35,01/01/2015,08/14/2018,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-4214-02,,90,LISINOPRIL 40MG TAB,LISINOPRIL 40MG TAB,CV800,F,T,3.35,10/01/2015,09/30/2016,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-4655-16,,30,"MONTELUKAST NA 10MG TAB,CHEW","MONTELUKAST NA 10MG TAB,CHEW",RE109,F,T,3.35,09/15/2015,09/30/2016,FSS
V797P-5172B,"Roxane Laboratories, Inc.",07/15/2010,10/31/2015,00054-3294-46,,60ML,"FUROSEMIDE 10MG/ML SOLN,ORAL",FUROSEMIDE ORAL SOLN WITH DROPPER,CV702,F,T,3.35,07/15/2010,10/31/2015,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-2621-70,,250,"MULTIVITAMINS TAB,CHEWABLE",ANIMAL SHAPES TAB,VT801,F,T,3.35,04/01/2011,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5780-17,,25,FAMOTIDINE 20MG TAB,HEARTBURN RELIEF MAX STRENGTH,GA301,F,T,3.35,04/01/2011,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5858-61,,10X10UD,"ALPRAZOLAM 0.25MG TAB,UD","ALPRAZOLAM 0.25MG TAB,UD",CN302,F,T,3.35,02/15/2012,03/31/2016,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-6160-02,,90,TRAZODONE HCL 50MG TAB,TRAZODONE HCL 50MG TAB,CN609,F,T,3.34,07/01/2015,12/31/2015,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,60429-0112-90,,90,METFORMIN HCL 850MG TAB,METFORMIN HCL 850MG TAB,HS502,F,T,3.34,05/23/2014,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5824-61,,100UD,"VITAMIN D 1000 IU TAB,UD",VITAMIN D 1000 IU TAB 10X10,VT509,F,T,3.34,07/01/2011,03/31/2016,FSS
VA797P-13-C-0040,Lucid Pharma LLC,07/08/2013,07/07/2016,52343-0024-90,,90,SIMVASTATIN 40MG TAB,SIMVASTATIN 40MG TAB,CV350,F,T,3.34,07/08/2013,07/07/2016,NC
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-7002-93,,30,PAROXETINE HCL 20MG TAB,PAROXETINE HCL 20MG TAB,CN609,F,T,3.33,03/15/2013,03/14/2018,FSS
V797D-30110,"Blu Pharmaceuticals, LLC",04/01/2013,03/31/2018,24658-0140-01,,100,CITALOPRAM HYDROBROMIDE 10MG TAB,CITALOPRAM HYDROBROMIDE 10MG TAB,CN609,F,T,3.33,04/01/2013,03/31/2018,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-3968-21,,100,HYDROXYZINE HCL 25MG TAB,HYDROXYZINE HCL 25MG TAB,AH500,F,T,3.33,09/15/2015,09/30/2016,FSS
V797P-2140D,"Baxalta US, Inc.",04/15/2012,04/14/2017,00944-5001-01,,1X1,"ANTIHEMOPHILIC FACTOR,RECOMBINANT 500UNT/VIL INJ 1 VIAL",OBIZUR 500IU 1 VIAL PACKAGE,BL500,T,T,3.33,09/09/2015,04/14/2017,FSS
V797P-5062B,GlaxoSmithKline Consumer Healthcare,04/01/2009,03/31/2016,00135-0070-27,,150,"CALCIUM CARBONATE 500MG TAB,CHEWABLE",TUMS - PEPPERMINT,GA105,F,T,3.33,04/01/2009,03/31/2016,FSS
V797P-5062B,GlaxoSmithKline Consumer Healthcare,04/01/2009,03/31/2016,00135-0071-27,,150,"CALCIUM CARBONATE 500MG TAB,CHEWABLE",TUMS - ASSORTED,GA105,F,T,3.33,04/01/2009,03/31/2016,FSS
V797P-5062B,GlaxoSmithKline Consumer Healthcare,04/01/2009,03/31/2016,00135-0118-83,,72,"CALCIUM CARBONATE 1GM TAB,CHEWABLE",TUMS ULTRA TAB ASSORTED FRUIT,TN420,F,T,3.33,04/01/2009,03/31/2016,FSS
V797P-5062B,GlaxoSmithKline Consumer Healthcare,04/01/2009,03/31/2016,00135-0178-03,,96,"CALCIUM CARBONATE 750MG TAB,CHEWABLE",TUMS E-X TAB ASSORTED BERRIES,GA105,F,T,3.33,04/01/2009,03/31/2016,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,12/31/2016,17478-0030-20,,5X20ML,FENTANYL CITRATE 50MCG/ML INJ,SUBLIMAZE,CN101,T,T,3.33,01/01/2015,12/31/2016,Big4
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00536-1053-05,,500,ASPIRIN 325MG TAB,ASPIRIN 325MG TAB,CN103,F,T,3.33,03/24/2015,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5492-61,,100UD,MULTIVITAMINS/MINERALS TAB,THERA-M PLUS TAB 10X10,VT802,F,T,3.33,04/01/2011,03/31/2016,FSS
VA797P-14-C-0021,"AvKare, Inc.",08/27/2014,08/26/2016,42291-0724-01,,100,RANITIDINE HCL 150MG TAB,RANITIDINE HCL 150MG TAB,GA301,F,T,3.33,08/27/2014,08/26/2016,NC
V797P-2226D,"Exelan Pharmaceuticals, Inc.",07/15/2012,07/14/2017,76282-0206-01,,100,CITALOPRAM HYDROBROMIDE 10MG TAB,CITALOPRAM HYDROBROMIDE 10MG TAB,CN609,F,T,3.32,07/15/2014,07/14/2017,FSS
V797P-5153B,"AvKare, Inc.",04/01/2010,01/31/2016,50268-0531-15,,5X10UD,"METFORMIN HCL 500MG TAB,SA,UD","METFORMIN HCL 500MG TAB,SA,UD",HS502,F,T,3.32,09/07/2012,01/31/2016,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,60429-0083-01,,100,GLIPIZIDE 10MG TAB,GLIPIZIDE 10MG TAB,HS502,F,T,3.32,07/01/2014,03/31/2016,FSS
V797P-5980X,TEVA Pharm,04/15/2008,03/31/2016,50111-0333-01,,100,METRONIDAZOLE 250MG TAB,METRONIDAZOLE 250MG TAB,AM900,F,T,3.32,09/01/2010,03/31/2016,FSS
V797P-5022B,Nephron Pharmaceuticals Corp.,09/15/2008,04/30/2016,00487-9501-25,,25X3ML,"ALBUTEROL SO4 0.083% INHL,3ML,UD","ALBUTEROL SO4 0.083% INHL,3ML,UD",RE102,F,T,3.31,10/01/2010,04/30/2016,FSS
V797P-5231B,Ranbaxy Laboratories Inc.,03/01/2011,02/29/2016,10631-0286-04,,120ML,AMMONIUM LACTATE 5% LOTION,LAC-HYDRIN 5 LOT 4OZ.   5764,DE350,F,T,3.31,03/01/2011,02/29/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-5224-52,,60,LACTASE 3000UNT TAB,LACTASE REG STR CAPLETS,GA500,F,T,3.31,04/01/2011,03/31/2016,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-2109-25,,300,AMLODIPINE BESYLATE 5MG TAB,AMLODIPINE BESYLATE 5MG TAB,CV200,F,T,3.3,10/01/2015,09/30/2016,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,11/30/2015,00121-0655-04,,118ML,HYDROCODONE 2.5MG/ACETAMINOPHEN 167MG/5ML ELIXIR,HYDROCODONE BITARTRATE & ACETAMINOPHEN ELIXIR,CN101,F,T,3.3,01/15/2009,11/30/2015,FSS
V797P-5075B,"American Regent, Inc.",05/01/2009,10/31/2015,40042-0015-05,,5ML,"CIPROFLOXACIN HCL 0.3% SOLN,OPH","CIPROFLOXACIN HCL 0.3% SOLN,OPH",OP201,F,T,3.3,03/01/2010,10/31/2015,FSS
V797P-5095B,"Mylan Institutional, Inc.",07/15/2009,12/31/2015,51079-0801-19,,25UD,METOPROLOL TARTRATE 50MG TAB,METOPROLOL TARTRATE 50MG TAB,CV100,F,T,3.3,07/15/2009,12/31/2015,FSS
V797P-5145B,Humco Holding Group,01/15/2010,01/31/2016,00395-2243-91,,30ML,PEPPERMINT SPIRIT,"PEPPERMINT SPIRIT, USP",PH000,F,T,3.3,01/15/2010,01/31/2016,FSS
V797D-40201,Dr. Reddys Laboratories,07/01/2014,06/30/2019,43598-0208-50,,50ML,"AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP,ORAL",AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP,AM111,T,T,3.29,01/01/2015,06/30/2019,FSS
VA797P-13-C-0046,Lucid Pharma LLC,08/12/2013,08/11/2016,52343-0031-01,,100,GABAPENTIN 300MG CAP,GABAPENTIN 300MG CAP,CN400,F,T,3.29,08/12/2013,08/11/2016,NC
VA797P-15-C-0021,"Golden State Medical Supply, Inc",04/13/2015,04/12/2016,60429-0195-15,,1,"FLUTICASONE PROPIONATE 50MCG/SPRAY SOLN,NASAL,16GM","FLUTICASONE PROPIONATE 50MCG/SPRAY SOLN,NASAL",NT200,F,T,3.29,04/13/2015,04/12/2016,NC
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00536-1006-10,,1000,ALLER CHLOR/CPM 4MG TAB,ALLER CHLOR/CPM 4MG TAB,AH400,F,T,3.28,10/07/2014,03/31/2016,FSS
V797P-5270B,"Perrigo Sourcing Solutions, Inc.",09/01/2011,08/31/2016,00574-0608-01,,100,"FERROUS SO4 324MG TAB,EC","FERROUS SO4 324MG TAB,EC",TN410,F,T,3.28,04/15/2014,08/31/2016,FSS
V797P-5270B,"Perrigo Sourcing Solutions, Inc.",09/01/2011,08/31/2016,45802-0362-35,,15GM,"TRETINOIN 0.01% GEL,TOP","TRETINOIN 0.01% GEL,TOP",DE752,T,T,3.28,01/01/2015,08/31/2016,FSS
V797P-5119B,"Upstate Pharma, LLC",10/01/2009,04/01/2016,65580-0643-71,,100,METOLAZONE 2.5MG TAB,METOLAZONE 2.5MG TAB,CV701,T,T,3.27,01/01/2015,04/01/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00536-4106-02,,250,OYSCO 500MG TAB,OYSCO 500MG TAB,TN402,F,T,3.27,07/15/2013,03/31/2016,FSS
V797D-50404,National Vitamin Company,06/01/2015,05/31/2020,54629-0068-02,,250,MULTIVITAMINS/MINERALS TAB,DAILY VITE W/IRON TAB,VT802,F,T,3.26,06/01/2015,05/31/2020,FSS
V797D-50404,National Vitamin Company,06/01/2015,05/31/2020,54629-0615-00,,60,MELATONIN 5MG SL CHERRY TAB,MELATONIN 5MG SL CHERRY TAB,HA000,F,T,3.25,06/01/2015,05/31/2020,FSS
V797P-5094B,Geritrex Corp.,07/15/2009,01/31/2016,54162-0200-06,,180ML,COAL TAR 1% SHAMPOO,PC TAR SHAMPOO,DE802,F,T,3.25,07/15/2009,01/31/2016,FSS
V797P-5095B,"Mylan Institutional, Inc.",07/15/2009,12/31/2015,51079-0644-19,,25UD,CYCLOBENZAPRINE HCL 10MG TAB,CYCLOBENZAPRINE HCL 10MG TAB,MS200,F,T,3.25,07/15/2009,12/31/2015,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,76204-0200-25,,25X3ML,"ALBUTEROL SO4 0.083% INHL,3ML,UD","ALBUTEROL SO4 0.083% INHL,3ML,UD",RE102,F,T,3.24,10/17/2012,03/31/2016,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,60429-0400-60,,60,LOVASTATIN 10MG TAB,LOVASTATIN 10MG TAB,CV350,F,T,3.23,09/01/2015,03/31/2016,FSS
V797P-5980X,TEVA Pharm,04/15/2008,03/31/2016,00093-0811-01,,100,NORTRIPTYLINE HCL 25MG CAP,NORTRIPTYLINE HCL 25MG CAPSULES,CN601,F,T,3.23,07/01/2010,03/31/2016,FSS
VA797-P-0245,"Mylan Pharmaceuticals, Inc.",08/15/2011,08/14/2016,00378-3502-91,,60,RISPERIDONE 0.25MG TAB,RISPERIDONE 0.25MG TAB,CN709,F,T,3.23,08/15/2015,08/14/2016,NC
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0257-01,,100,HALOPERIDOL 1MG TAB,HALOPERIDOL 1MG TAB,CN709,F,T,3.22,03/15/2013,03/14/2018,FSS
V797P-5145B,Humco Holding Group,01/15/2010,01/31/2016,00395-0049-96,,180GM,"ALUM,AMMONIUM PWDR","ALUM,AMMONIUM PWDR",PH000,F,T,3.22,01/15/2010,01/31/2016,FSS
VA797P-15-C-0012,Jubliant Cadista Pharmaceuticals,07/01/2015,06/30/2016,59746-0113-06,,100,PROCHLORPERAZINE MALEATE 5MG TAB,PROCHLORPERAZINE MALEATE 5MG TAB,GA605,F,T,3.22,07/01/2015,06/30/2016,NC
V797P-5980X,TEVA Pharm,04/15/2008,03/31/2016,50111-0471-01,,100,PROPRANOLOL HCL 80MG TAB,PROPRANOLOL HCL 80MG TAB,CV100,F,T,3.21,09/01/2010,03/31/2016,FSS
V797D-30226,"Sandoz, Inc",08/15/2013,08/14/2018,61314-0630-06,,5ML,"DEXAMETHASONE 0.1%/N-MYCIN 3.5GM/POLYMYX 10000UNT/ML SOLN,OPH",DEXAMETHASONE 0.1%/N-MYCIN 3.5GM/POLYMYX 1000,OP350,F,T,3.2,08/15/2013,08/14/2018,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,11/30/2015,00121-0721-04,,120ML,FLUOXETINE HCL 20MG/5ML SOLN,FLUOXETINE HCL 20MG/5ML ORAL SOLN,CN609,F,T,3.2,01/15/2009,11/30/2015,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00536-1001-85,,16OZ,DIOCTO SYRUP 60MG/15ML,DIOCTO SYRUP 60MG/15ML,GA205,F,T,3.2,05/15/2014,03/31/2016,FSS
V797P-5270B,"Perrigo Sourcing Solutions, Inc.",09/01/2011,08/31/2016,45802-0513-77,,140GM,AMMONIUM LACTATE 12% CREAM,AMMONIUM LACTATE 12% CREAM,DE350,F,T,3.2,08/15/2014,08/31/2016,FSS
V797D-50412,"PD-Rx Pharmaceuticals, Inc.",07/15/2015,07/14/2020,43063-0547-10,,10,CIPROFLOXACIN HCL 500MG TAB,CIPROFLOXACIN HCL 500MG TAB,AM400,F,T,3.19,07/15/2015,07/14/2020,FSS
V797P-5145B,Humco Holding Group,01/15/2010,01/31/2016,00395-1049-94,,120ML,"GREEN SOAP TINCTURE,TOP","GREEN SOAP TINCTURE,USP(SOFT SOAP LINIMENT)",DE400,F,T,3.19,01/15/2010,01/31/2016,FSS
V797D-30274,"Silarx Pharmaceuticals, Inc.",10/01/2013,09/30/2018,54838-0558-40,,120ML,LORATADINE 5MG/5ML SYRUP,LORATADINE SYRUP,AH109,F,T,3.17,10/01/2013,09/30/2018,FSS
V797D-40032,"J&J obo Janssen Pharmaceuticals, Inc",12/01/2013,11/30/2018,50458-0602-28,,28,"RISPERIDONE 1MG TAB,ORAL DISINTEGRATING","RISPERIDONE ORALLY DISINTEGRATING TABLETS, 1M",CN709,T,T,3.17,01/01/2015,11/30/2018,Big4
V797D-40164,Carolina Medical Products Company,06/01/2014,05/31/2019,46287-0507-04,,114GM,"ABSORBASE OINT,TOP",ABSORBASE OINTMENT BASE JAR,DE350,F,T,3.17,06/01/2014,05/31/2019,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-3741-04,,180,FUROSEMIDE 80MG TAB,FUROSEMIDE 80MG TAB,CV702,F,T,3.17,10/01/2015,09/30/2016,FSS
V797P-2109D,"Meda Pharmaceuticals, Inc.",04/01/2012,03/31/2017,00037-0241-30,,30ML,"AZELASTINE HCL 137MCG/SPRAY INHL,NASAL,30ML",ASTELIN READY-SPRAY 137MCG/SPRAY,NT400,T,T,3.17,01/01/2015,03/31/2017,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00536-1389-35,,24,"HEMORRHOIDAL SUPP,RTL",HEM-PREP SUPP,RS201,F,T,3.17,07/15/2015,03/31/2016,FSS
V797P-5237B,Major Pharmaceuticals,04/01/2011,03/31/2016,00904-2056-61,,100UD,DIPHENHYDRAMINE HCL 50MG CAP,DIPHENHYDRAMINE HCL 50MG CAP 10X10,AH200,F,T,3.17,04/01/2011,03/31/2016,FSS
V797P-5270B,"Perrigo Sourcing Solutions, Inc.",09/01/2011,08/31/2016,45802-0245-01,,14,"LANSOPRAZOLE 15MG CAP,SA",LANSOPRAZOLE DELAYED RELEASED CAPSULES 15MG 1,GA900,F,T,3.17,04/01/2013,08/31/2016,FSS
V797D-50412,"PD-Rx Pharmaceuticals, Inc.",07/15/2015,07/14/2020,55289-0728-30,,30,LORATADINE 10MG TAB,LORATADINE 10MG TAB,AH109,F,T,3.16,07/15/2015,07/14/2020,FSS
V797P-5043B,"Pharmaceutical Associates, Inc.",01/15/2009,11/30/2015,00121-0775-16,,473ML,CODEINE 10MG/GUAIFENESIN 100MG/5ML SYRUP,CODEINE 10MG/GUAIFENESIN 100MG/5ML SYRUP,RE301,F,T,3.16,01/15/2009,11/30/2015,FSS
